Year,country,prop_elapsed,change_GDP,revenue,gross_debt,inflation,execrlc,frac,govfrac,max_pm_gov_leg,vote_share,union_density,dem_age,eu,openness,BBR,DR,legislative_type,transparency,structural_bal,log_con_inv,log_con_inv_t,log_gdp_dol,fisc_cent,max_elf,log_gen_exp,log_cent_exp,single_party
2002,Sweden,1,2.074,51.821,49.943,84.084,0,0.769308031,0.468783081,8.2875,24.40000153,78.00050954,88,1,77.86356229,1,1,2,NA,-0.889,1.004736125,1.03854151,26.2989346,0.592137537,0.2342,14.14204501,13.61802866,0
2003,Sweden,0.25,2.386,52.087,49.135,86.052,0,0.765520513,0.401102245,8.2875,31.45999813,77.99872713,89,1,76.14812773,1,1,2,50,-0.172,1.016080815,1.053674062,26.52571346,0.594732943,0.2342,14.18499886,13.66535605,0
2004,Sweden,0.5,4.321,52.136,47.682,86.928,0,0.765520513,0.401102245,8.2875,31.45999813,78.05230769,90,1,79.29382575,1,1,2,50,0.073,0.968794567,1.00672535,26.6679139,0.590338431,0.2342,14.20146931,13.67441002,0
2005,Sweden,0.75,2.818,53.526,47.97,87.643,0,0.765520513,0.401102245,8.2875,31.45999813,76.51925078,91,1,84.57396971,1,1,2,50,1.89,0.983555281,1.019565304,26.68695314,0.604450195,0.2342,14.23594966,13.73251366,0
2006,Sweden,1,4.688,52.554,42.98,88.956,0,0.765520513,0.401102245,8.2875,31.45999813,75.14586959,92,1,88.78948308,1,1,2,50,2.235,0.978926154,1.016330756,26.76359674,0.602143379,0.2342,14.27395703,13.76669734,0
2007,Sweden,0.25,3.405,52.038,38.109,90.448,2,0.761173129,0.63714844,8.2875,18.34999943,70.77093596,93,1,89.53977992,1,1,2,50,2.704,0.977156335,1.012920998,26.91320412,0.605343676,0.2342,14.30202279,13.80006387,0
2008,Sweden,0.5,-0.557,51.283,36.684,93.476,2,0.761173129,0.63714844,8.2875,18.34999943,68.30862697,94,1,93.35913135,1,1,2,50,1.217,0.963313064,1.000531212,26.96542295,0.592995853,0.2342,14.34383085,13.82126298,0
2009,Sweden,0.75,-5.185,51.331,40.195,95.288,2,0.761173129,0.63714844,8.2875,18.34999943,68.41463415,95,1,83.14330294,1,1,2,50,0.857,0.989334512,1.031647181,26.78625305,0.596100452,0.2342,14.36626434,13.84891825,0
2010,Sweden,1,5.989,50.966,37.588,97.106,2,0.761173129,0.63714844,8.2875,18.34999943,68.2198446,96,1,86.90284699,1,1,2,50,1.521,0.942025638,0.98870437,26.91435758,0.613126847,0.2342,14.39694039,13.90775696,0
2011,Sweden,0.25,2.664,50.306,36.941,98.432,2,0.781839788,0.571783841,8.2875,22.99999952,67.49680253,97,1,88.66152689,1,1,2,50,0.689,1.006123061,1.050813128,27.05674616,0.606400604,0.2342,14.42514786,13.92493341,0
2012,Sweden,0.5,-0.286,50.582,37.174,99.354,2,0.781839788,0.571783841,8.2875,22.99999952,67.50593482,98,1,87.71501846,1,1,2,50,-0.31,1.037033537,1.080305497,27.02199631,0.597327211,0.2342,14.45335906,13.93806884,0
2013,Sweden,0.75,1.241,50.912,39.771,99.793,2,0.781839788,0.571783841,8.2875,22.99999952,67.73250285,99,1,83.0936768,1,1,2,50,-0.805,1.111269238,1.160225744,27.08412262,0.594770012,0.2342,14.48874989,13.9691694,0
2014,Sweden,1,2.267,50.117,44.781,100,2,0.781839788,0.571783841,8.2875,22.99999952,67.26414433,100,1,85.7506528,1,1,2,NA,-0.903,1.152832745,1.206267301,27.07557811,0.598527722,0.2342,14.51503685,14.00175441,0
1997,Denmark,0.75,3.264,54.707,64.278,70.967,0,0.785615802,0.304864854,10,29.99999857,75.18392702,52,1,71.16842868,1,1,2,NA,-1.2,1.393408173,1.393523324,25.87966243,0.693756906,0.2333,13.37042898,13.00479532,0
1998,Denmark,1,2.218,55.007,60.279,72.258,0,0.792665601,0.449879706,10,32.00000143,75.23459138,53,1,71.29911938,1,1,2,NA,-0.389,1.493851303,1.493961885,25.89937037,0.692096118,0.2333,13.39541038,13.02737994,0
1999,Denmark,0.25,2.946,55.402,56.764,74.05,0,0.792665601,0.449879706,10,32.00000143,74.04949931,54,1,72.69719965,1,1,2,NA,0.869,1.495106536,1.495209255,25.90485274,0.689623391,0.2333,13.42548859,13.05387895,0
2000,Denmark,0.5,3.752,54.574,52.354,76.217,0,0.792665601,0.449879706,10,32.00000143,73.92608202,55,1,82.9839507,1,1,2,NA,-0.363,1.501411759,1.501530864,25.82410131,0.687455568,0.2333,13.45755909,13.08280101,0
2001,Denmark,0.75,0.822,53.978,48.508,78.025,0,0.792665601,0.449879706,10,32.00000143,73.28863939,56,1,83.96858681,1,1,2,NA,0.346,1.47250217,1.472639998,25.82794384,0.678543189,0.2333,13.49348408,13.10567693,0
2002,Denmark,0.25,0.467,53.199,49.081,79.917,2,0.781762421,0.350547731,10,22.10000038,71.64997998,57,1,84.55693977,1,1,2,NA,0.333,1.603556532,1.603679201,25.90861045,0.677297839,0.2333,13.52844963,13.13880546,0
2003,Denmark,0.5,0.388,53.506,46.15,81.575,2,0.781762421,0.350547731,10,22.10000038,71.56176207,58,1,80.8817255,1,1,2,66.66666667,1.333,1.603996535,1.604133194,26.10820117,0.681983329,0.2333,13.55500776,13.17225769,0
2004,Denmark,0.75,2.642,55.099,44.179,82.517,2,0.781762421,0.350547731,10,22.10000038,70.37229576,59,1,82.20778074,1,1,2,66.66666667,0.809,1.538116751,1.538269648,26.25020373,0.688285654,0.2333,13.59004055,13.21648922,0
2005,Denmark,1,2.431,56.177,37.399,84.017,2,0.781762421,0.350547731,10,22.10000038,70.66847479,60,1,89.39976695,1,1,2,66.66666667,2.255,1.556348427,1.557496722,26.30098232,0.67400287,0.2333,13.60809517,13.21357426,0
2006,Denmark,0.25,3.8,54.802,31.541,85.633,2,0.800607562,0.387577653,10,19.02999878,68.4161016,61,1,97.36669718,1,1,2,66.66666667,1.329,1.496194623,1.498346159,26.36830629,0.664285561,0.2333,13.63909075,13.23004759,0
2007,Denmark,0.5,0.821,54.599,27.339,87.083,2,0.800607562,0.387577653,10,19.02999878,67.9380635,62,1,100.0678611,1,1,2,66.66666667,1.812,1.3534776,1.356014134,26.48978208,0.724770908,0.2333,13.66737939,13.34547973,0
2008,Denmark,0.25,-0.713,53.702,33.386,90.058,2,0.806961298,0.620020449,10,12.40000057,66.33594832,63,1,104.8282236,1,1,2,66.66666667,1.259,1.47310287,1.476773385,26.59075603,0.724488099,0.2333,13.71914832,13.39685838,0
2009,Denmark,0.5,-5.089,53.987,40.368,91.233,2,0.806961298,0.620020449,10,12.40000057,67.68863229,64,1,89.75503196,1,1,2,66.66666667,-0.498,1.567695681,1.571831594,26.49545746,0.736608959,0.2333,13.7887928,13.48309468,0
2010,Denmark,0.75,1.622,54.331,42.879,93.342,2,0.806961298,0.620020449,10,12.40000057,66.99731686,65,1,94.09997979,1,1,2,66.66666667,-1.51,1.425608374,1.429152663,26.49779875,0.74554277,0.2333,13.8414804,13.54783763,0
2011,Denmark,1,1.156,54.772,46.409,95.917,2,0.806961298,0.620020449,10,12.40000057,66.3572708,66,1,101.2457401,1,1,2,66.66666667,-0.962,1.445426527,1.449136632,26.56391912,0.752556932,0.2333,13.85681276,13.57253413,0
2012,Denmark,0.25,-0.077,54.823,45.189,98.217,0,0.826338232,0.676200211,10,15.38000107,67.20419105,67,1,103.2409992,1,1,2,66.66666667,-1.313,1.264230899,1.267477155,26.51368156,0.758276599,0.2333,13.90922583,13.63251878,0
2013,Denmark,0.5,-0.242,55.472,44.651,98.992,0,0.826338232,0.676200211,10,15.38000107,66.77298005,68,1,103.0501478,1,1,2,66.66666667,-0.984,1.235443788,1.238905747,26.56269746,0.74932809,0.2333,13.88983201,13.60125365,0
2014,Denmark,0.75,1.263,57.435,44.765,99.55,0,0.826338232,0.676200211,10,15.38000107,NA,69,1,102.2639205,1,1,2,NA,-1.335,1.15324402,1.156156807,26.58774041,0.75208464,0.2333,13.90530921,13.62040281,0
